"edge_id","source_id","target_id","edge_weight","edge_type","strength","created_dt"
1495,674,408,0.500,transfers_to,medium,2023-01-27
10202,4997,5082,0.790,transfers_to,strong,2024-02-07
4574,2349,2070,0.390,transfers_to,weak,2024-03-14
18135,8868,9381,0.890,controls,strong,2023-10-17
18665,8958,9092,0.880,transfers_to,strong,2023-06-01
18787,8797,9328,0.440,launders_to,medium,2023-03-04
7592,3697,4090,0.920,owns,strong,2024-02-27
1434,415,494,0.340,transfers_to,weak,2024-04-20
1964,872,1041,0.480,recruited,medium,2023-12-21
10671,5154,5440,0.530,recruited,medium,2024-04-26
8061,4085,3924,0.450,transfers_to,medium,2023-09-12
15586,6931,7231,0.740,co_owns,strong,2023-09-08
13567,6087,6702,0.600,launders_to,medium,2023-09-13
8122,3783,4010,0.850,transfers_to,strong,2023-09-14
5512,2577,2869,0.620,recruited,medium,2024-05-15
4452,1913,2556,0.680,uses,medium,2023-06-06
11018,5450,5787,0.890,owns,strong,2023-03-07
5573,2639,2930,0.940,owns,strong,2023-03-19
14097,6858,7134,0.670,recruited,medium,2023-04-26
16055,7835,8169,0.780,owns,strong,2024-03-18
19603,9714,10047,0.810,owns,strong,2024-01-22
14158,6851,7195,0.620,employs,medium,2024-04-11
2963,1223,1313,0.540,transfers_to,medium,2024-01-20
2372,1188,1449,0.790,owns,strong,2024-02-29
11487,5702,5737,0.340,transfers_to,weak,2023-08-02
8591,3568,3574,0.590,introduced,medium,2024-01-07
12017,5157,5209,0.490,introduced,medium,2024-01-25
8408,3822,3781,0.890,transfers_to,strong,2024-02-06
8938,4300,4546,0.420,recruited,medium,2023-01-28
3493,1110,889,0.580,introduced,medium,2023-10-07
883,152,844,0.560,uses,medium,2023-02-21
8877,4290,4485,0.490,recruited,medium,2023-08-29
6389,3017,3162,0.430,transfers_to,medium,2023-06-17
944,605,449,0.780,transfers_to,strong,2023-02-03
6919,2861,3150,0.790,co_owns,strong,2024-03-04
6328,3051,3133,0.660,transfers_to,medium,2023-11-07
14974,7206,7437,0.320,transfers_to,weak,2024-05-15
1413,555,476,0.840,transfers_to,strong,2023-12-14
15504,7004,6949,0.570,introduced,medium,2024-05-06
6797,3285,3366,0.720,transfers_to,strong,2024-02-24
9407,4606,5015,0.610,controls,medium,2023-02-01
16034,7828,8148,0.720,owns,strong,2023-02-10
4839,2136,2363,0.370,transfers_to,weak,2024-03-23
1230,514,367,0.690,transfers_to,medium,2023-02-05
12425,6175,6354,0.830,owns,strong,2023-10-02
19521,9726,9965,0.950,owns,strong,2023-05-05
18991,9421,9435,0.730,recruited,strong,2023-10-23
1699,154,215,0.440,introduced,medium,2024-05-01
4309,2025,2455,0.620,controls,medium,2024-03-05
16972,8204,8141,0.470,transfers_to,medium,2023-06-29
19460,9566,9904,0.750,owns,strong,2023-06-15
15851,7721,7965,0.660,recruited,medium,2023-04-18
1760,158,401,0.760,co_owns,strong,2023-02-05
8856,4303,4464,0.600,recruited,medium,2024-04-27
16911,8301,8308,0.320,transfers_to,weak,2023-03-11
13771,6114,6082,0.530,introduced,medium,2023-08-29
7796,3564,4262,0.680,uses,medium,2023-11-22
14892,7249,7517,0.670,transfers_to,medium,2024-01-14
14362,6902,7399,0.800,owns,strong,2023-02-12
19807,9581,10245,0.420,uses,medium,2023-01-30
2229,985,1306,0.750,owns,strong,2023-07-28
12343,6013,6272,0.510,recruited,medium,2023-02-02
3697,1719,1843,0.610,recruited,medium,2024-02-25
14240,7129,7277,0.780,owns,strong,2023-07-07
16850,8351,8292,0.330,transfers_to,weak,2023-08-30
6776,3280,3357,0.690,transfers_to,medium,2024-05-22
12282,6012,6211,0.620,recruited,medium,2023-05-30
8673,3513,4078,0.720,co_owns,strong,2023-12-03
19868,9517,10264,0.570,uses,medium,2023-01-06
9794,4801,4784,0.600,transfers_to,medium,2024-05-24
9733,4881,4804,0.540,transfers_to,medium,2023-09-19
20276,9783,9970,0.480,transfers_to,medium,2023-06-03
3167,1333,1433,0.670,transfers_to,medium,2023-10-23
12812,6307,6741,0.620,controls,medium,2024-04-05
18318,9165,9156,0.350,transfers_to,weak,2024-04-12
17727,8777,8973,0.840,owns,strong,2023-04-29
20337,9809,9924,0.670,transfers_to,medium,2023-05-15
1678,786,494,0.790,transfers_to,strong,2024-02-12
7653,3755,4151,0.790,controls,strong,2024-05-02
6593,3193,3161,0.580,transfers_to,medium,2024-05-17
17788,8809,9034,0.770,owns,strong,2023-08-14
10263,5090,4775,0.600,transfers_to,medium,2023-04-01
16238,7826,8352,0.940,owns,strong,2023-11-12
12629,6120,6558,0.940,owns,strong,2023-02-14
20806,10444,3625,0.210,victim_of,weak,2024-05-29
7714,3429,4212,0.670,controls,medium,2024-02-05
5104,2493,2300,0.650,transfers_to,medium,2023-06-15
7062,3449,3560,0.640,recruited,medium,2023-07-22
15239,7364,7335,0.770,transfers_to,strong,2024-02-19
5165,1867,1937,0.390,introduced,weak,2024-02-01
2555,1165,1632,0.620,controls,medium,2024-02-03
13098,6571,6601,0.350,transfers_to,weak,2023-03-12
9672,4944,4676,0.330,transfers_to,weak,2023-11-07
5634,2598,2991,0.810,owns,strong,2023-04-05
19725,9723,10169,0.810,controls,strong,2023-02-07
16116,8031,8230,0.900,owns,strong,2023-11-09
15708,7724,7822,0.630,recruited,medium,2023-09-14
19786,9749,10230,0.790,controls,strong,2023-08-27
3024,1451,1525,0.800,transfers_to,strong,2023-03-05
10549,5153,5318,0.540,recruited,medium,2023-10-31
13159,6367,6403,0.330,transfers_to,weak,2023-09-10
3085,1288,1382,0.640,transfers_to,medium,2023-10-29
17176,8459,8512,0.660,transfers_to,medium,2024-01-14
14036,6866,7073,0.540,recruited,medium,2024-04-21
10610,5156,5379,0.510,recruited,medium,2024-04-02
17237,7994,7777,0.540,introduced,medium,2023-11-21
475,148,476,0.930,owns,strong,2024-02-07
20072,9926,10015,0.810,transfers_to,strong,2024-03-26
13628,6148,6671,0.570,launders_to,medium,2023-10-12
536,173,537,0.770,owns,strong,2024-05-12
9060,4495,4668,0.920,owns,strong,2023-04-16
3371,1021,1606,0.400,launders_to,medium,2023-09-13
8530,4181,4221,0.780,transfers_to,strong,2023-06-08
20255,9976,9786,0.430,transfers_to,medium,2024-04-20
15096,7446,7324,0.890,transfers_to,strong,2023-03-07
20541,9545,9543,0.470,introduced,medium,2023-09-24
5981,2904,3338,0.700,controls,strong,2023-01-23
17706,8611,8952,0.740,owns,strong,2023-03-01
12547,6161,6476,0.710,owns,strong,2023-11-08
3840,1719,1986,0.500,recruited,medium,2023-02-17
414,176,415,0.740,owns,strong,2024-04-13
15157,7400,7454,0.760,transfers_to,strong,2023-06-18
6980,3440,3478,0.620,recruited,medium,2023-09-22
17992,8895,9238,0.790,controls,strong,2024-05-03
3432,1608,1681,0.800,transfers_to,strong,2023-09-12
18175,8602,9397,0.620,uses,medium,2023-03-02
9998,4954,4819,0.580,transfers_to,medium,2024-05-03
6858,2779,2660,0.350,introduced,weak,2023-11-13
6450,3006,2972,0.680,transfers_to,medium,2024-04-12
12608,6236,6537,0.790,owns,strong,2023-05-22
1882,872,959,0.460,recruited,medium,2023-07-26
1291,558,548,0.650,transfers_to,medium,2023-04-19
20602,9696,9801,0.760,co_owns,strong,2023-05-29
13077,6509,6466,0.650,transfers_to,medium,2023-11-14
10467,5145,5236,0.400,recruited,medium,2023-09-19
18461,8935,9151,0.690,transfers_to,medium,2023-05-20
3901,1713,2047,0.720,controls,strong,2024-01-10
10528,5161,5297,0.690,recruited,medium,2023-12-18
7918,3977,4006,0.670,transfers_to,medium,2023-05-03
4778,2223,2341,0.770,transfers_to,strong,2024-01-02
18053,8867,9299,0.740,controls,strong,2023-09-06
7979,3937,4007,0.560,transfers_to,medium,2024-04-13
16503,7887,8556,0.700,uses,strong,2023-04-23
10814,5400,5583,0.910,owns,strong,2023-01-31
1352,673,473,0.370,transfers_to,weak,2023-08-18
10997,5241,5766,0.820,owns,strong,2024-02-15
5369,2577,2726,0.630,recruited,medium,2024-03-22
11283,5238,5987,0.520,uses,medium,2024-01-30
15973,8002,8087,0.930,owns,strong,2024-01-15
5899,2904,3256,0.830,controls,strong,2023-11-20
19990,9854,9872,0.620,transfers_to,medium,2023-03-06
8734,4293,4342,0.630,recruited,medium,2024-01-22
13424,6495,6556,0.380,transfers_to,weak,2023-02-10
3350,1114,1546,0.490,launders_to,medium,2024-04-18
14423,7124,7460,0.710,owns,strong,2024-04-27
9203,4438,4811,0.790,owns,strong,2023-07-25
10875,5180,5644,0.840,owns,strong,2023-05-04
801,325,802,0.880,controls,strong,2024-05-11
3289,1244,1233,0.420,transfers_to,medium,2023-10-12
3636,1733,1782,0.500,recruited,medium,2024-04-06
13893,6857,6930,0.490,recruited,medium,2024-04-14
20520,10203,10030,0.780,transfers_to,strong,2023-08-06
740,310,741,0.680,controls,medium,2023-09-11
12221,6011,6150,0.420,recruited,medium,2023-10-21
11344,5751,5756,0.320,transfers_to,weak,2023-02-13
3819,1732,1965,0.450,recruited,medium,2023-10-31
9325,4455,4933,0.740,owns,strong,2024-04-02
4105,1858,2251,0.700,owns,strong,2023-01-18
8795,4295,4403,0.680,recruited,medium,2023-06-17
1270,511,559,0.700,transfers_to,strong,2023-05-16
17910,8650,9156,0.900,owns,strong,2024-01-26
18257,9071,9034,0.640,transfers_to,medium,2023-04-29
11813,5364,5857,0.720,launders_to,strong,2023-12-06
18440,9126,9004,0.660,transfers_to,medium,2023-07-19
15361,7060,7570,0.610,launders_to,medium,2023-10-16
1556,230,706,0.480,launders_to,medium,2023-08-03
6246,3166,3179,0.450,transfers_to,medium,2024-04-15
1739,253,274,0.390,introduced,weak,2023-05-29
7245,3425,3743,0.770,controls,strong,2023-03-24
18726,8788,9247,0.430,launders_to,medium,2024-04-08
6715,2768,3267,0.680,launders_to,medium,2023-02-23
13342,6649,6509,0.660,transfers_to,medium,2023-03-04
10732,5302,5501,0.840,owns,strong,2023-04-17
2025,879,1102,0.430,recruited,medium,2023-07-29
4166,1911,2312,0.760,owns,strong,2024-02-19
19378,9587,9822,0.770,owns,strong,2024-02-05
19317,9418,9761,0.570,employs,medium,2023-01-11
16177,7921,8291,0.920,owns,strong,2023-02-28
1617,756,790,0.780,transfers_to,strong,2024-02-09
11262,5270,5981,0.420,uses,medium,2023-11-25
8183,3964,3828,0.790,transfers_to,strong,2023-04-15
5043,2446,2503,0.770,transfers_to,strong,2024-05-16
4635,2215,2272,0.770,transfers_to,strong,2023-11-01
8713,4287,4321,0.470,recruited,medium,2023-04-01
16768,8327,8106,0.710,transfers_to,strong,2023-12-09
16646,8326,8308,0.510,transfers_to,medium,2024-04-22
19256,9428,9700,0.450,recruited,medium,2023-11-14
17298,7855,8211,0.740,co_owns,strong,2023-07-09
67,9,68,0.650,recruited,medium,2023-08-29
11079,5450,5848,0.620,controls,medium,2023-06-14
20194,10064,9956,0.770,transfers_to,strong,2024-05-10
6164,3157,3151,0.840,transfers_to,strong,2023-07-03
6103,2790,3414,0.460,uses,medium,2024-02-17
11548,5712,5702,0.620,transfers_to,medium,2024-05-16
17645,8561,8891,0.680,controls,medium,2023-03-30
14749,7444,7476,0.730,transfers_to,strong,2023-11-20
14688,6885,7690,0.520,uses,medium,2023-07-15
20133,9976,9810,0.830,transfers_to,strong,2023-04-30
12078,5997,6007,0.640,recruited,medium,2023-10-28
9182,4554,4790,0.880,owns,strong,2023-08-14
3554,921,1437,0.600,co_owns,medium,2023-02-17
8999,4281,4607,0.700,controls,strong,2023-10-31
18114,8879,9360,0.860,controls,strong,2024-05-28
12200,6018,6129,0.480,recruited,medium,2024-04-23
12139,6001,6068,0.510,recruited,medium,2024-05-16
15035,7493,7380,0.420,transfers_to,medium,2023-09-19
15565,6926,7461,0.750,co_owns,strong,2023-11-10
4084,1796,2230,0.840,owns,strong,2023-04-24
1005,569,443,0.720,transfers_to,strong,2023-06-18
9468,4615,5076,0.800,controls,strong,2024-02-09
13016,6489,6486,0.670,transfers_to,medium,2023-03-11
1535,218,744,0.640,launders_to,medium,2024-05-21
20724,10362,950,0.470,victim_of,medium,2023-09-23
18522,9221,9132,0.460,transfers_to,medium,2024-05-15
4900,2160,2314,0.750,transfers_to,strong,2024-03-16
10120,4575,5056,0.710,launders_to,strong,2023-01-09
1474,522,578,0.810,transfers_to,strong,2024-02-21
12955,6243,6839,0.620,uses,medium,2024-02-18
2351,1024,1428,0.860,owns,strong,2023-03-16
7571,3495,4069,0.820,owns,strong,2024-03-08
18644,9023,9087,0.840,transfers_to,strong,2023-11-12
1821,874,898,0.500,recruited,medium,2023-04-25
10936,5407,5705,0.700,owns,strong,2023-11-14
2004,881,1081,0.690,recruited,medium,2023-12-22
7510,3488,4008,0.710,owns,strong,2023-09-15
2290,1032,1367,0.790,owns,strong,2024-03-26
8387,3864,3914,0.760,transfers_to,strong,2023-07-31
19643,9513,10087,0.890,owns,strong,2023-10-30
4961,1827,2456,0.630,launders_to,medium,2023-08-25
16442,7813,8540,0.600,uses,medium,2024-04-30
2820,1385,1214,0.360,transfers_to,weak,2024-05-28
2942,1235,1456,0.710,transfers_to,strong,2023-06-21
5430,2580,2787,0.680,recruited,medium,2024-03-01
5777,2736,3134,0.810,owns,strong,2023-06-24
5838,2833,3195,0.920,owns,strong,2023-09-26
20112,10020,9980,0.800,transfers_to,strong,2024-03-19
19582,9485,10026,0.820,owns,strong,2023-08-02
210,26,211,0.540,recruited,medium,2023-06-04
6307,2957,2942,0.860,transfers_to,strong,2023-12-18
17563,8567,8809,0.570,recruited,medium,2024-02-18
11466,5705,5640,0.810,transfers_to,strong,2023-07-26
20398,9614,10181,0.600,launders_to,medium,2023-10-21
20459,9480,10192,0.500,launders_to,medium,2023-01-01
20581,9648,9533,0.570,introduced,medium,2023-06-21
332,1,333,0.610,controls,medium,2024-03-05
9264,4361,4872,0.950,owns,strong,2024-03-02
3758,1738,1904,0.470,recruited,medium,2023-09-22
15014,7457,7347,0.560,transfers_to,medium,2023-02-12
17502,8581,8748,0.440,recruited,medium,2023-06-12
20867,10505,5306,0.340,victim_of,weak,2023-04-04
1209,461,568,0.460,transfers_to,medium,2023-10-21
15483,7626,7296,0.650,transfers_to,medium,2024-04-27
14953,7442,7287,0.830,transfers_to,strong,2023-10-19
7184,3433,3682,0.640,recruited,medium,2023-03-31
18379,9021,8948,0.340,transfers_to,weak,2023-03-22
12934,6087,6831,0.500,uses,medium,2023-09-02
12404,5996,6333,0.680,employs,medium,2023-06-30
13220,6414,6357,0.540,transfers_to,medium,2023-05-10
15830,7725,7944,0.440,recruited,medium,2023-05-10
10385,5141,5154,0.670,recruited,medium,2023-10-11
4288,2023,2434,0.650,controls,medium,2024-02-25
2086,857,1163,0.710,controls,strong,2023-09-22
13281,6503,6616,0.710,transfers_to,strong,2023-02-13
13403,6609,6445,0.890,transfers_to,strong,2024-05-31
12873,5994,6802,0.730,controls,strong,2023-08-30
13689,6694,6815,0.760,transfers_to,strong,2023-01-10
16299,8018,8413,0.650,controls,medium,2023-09-17
8305,3996,3912,0.450,transfers_to,medium,2023-11-10
10324,4407,4453,0.540,introduced,medium,2024-03-06
16707,8285,8144,0.530,transfers_to,medium,2023-12-18
13750,6189,6170,0.560,introduced,medium,2023-10-23
5756,2716,3113,0.900,owns,strong,2023-01-08
18909,8675,8737,0.390,introduced,weak,2023-09-08
11140,5465,5909,0.730,controls,strong,2024-02-06
11201,5212,5965,0.480,uses,medium,2023-04-26
189,9,190,0.620,recruited,medium,2023-08-09
7775,3549,4258,0.660,uses,medium,2024-05-20
6,2,7,0.780,recruited,strong,2023-05-08
14219,7080,7256,0.820,owns,strong,2024-05-13
3207,1360,1346,0.430,transfers_to,medium,2023-07-18
16829,8200,8363,0.360,transfers_to,weak,2023-05-11
11609,5560,5807,0.600,transfers_to,medium,2023-02-15
8652,3667,4080,0.700,co_owns,strong,2023-12-29
6225,2932,3123,0.350,transfers_to,weak,2023-10-21
5695,2866,3052,0.710,owns,strong,2023-08-07
6042,2871,3396,0.650,uses,medium,2024-01-01
9121,4329,4729,0.860,owns,strong,2024-05-20
20377,9616,10155,0.470,launders_to,medium,2024-01-25
19847,9609,10259,0.520,uses,medium,2023-06-07
14627,6852,7664,0.740,controls,strong,2023-07-19
6572,2954,3102,0.730,transfers_to,strong,2023-03-27
3676,1727,1822,0.470,recruited,medium,2023-12-13
3146,1475,1300,0.850,transfers_to,strong,2023-03-18
6511,3020,3175,0.700,transfers_to,strong,2023-02-18
4023,1764,2169,0.870,owns,strong,2023-09-13
17828,8645,9074,0.750,owns,strong,2024-05-14
11731,5767,5707,0.840,transfers_to,strong,2023-03-13
20663,10301,1935,0.240,victim_of,weak,2024-05-30
7041,3448,3539,0.500,recruited,medium,2024-05-08
1127,453,643,0.670,transfers_to,medium,2023-04-27
20316,10058,9975,0.310,transfers_to,weak,2023-01-02
9529,4564,5115,0.480,uses,medium,2024-05-26
1943,866,1020,0.690,recruited,medium,2023-12-22
20846,10484,3657,0.330,victim_of,weak,2023-12-10
17767,8839,9013,0.850,owns,strong,2023-03-13
3962,2022,2108,0.890,owns,strong,2023-10-05
16564,8320,8077,0.620,transfers_to,medium,2023-10-23
4145,1849,2291,0.810,owns,strong,2023-02-10
1066,453,591,0.350,transfers_to,weak,2024-02-05
4431,1746,2549,0.670,uses,medium,2023-02-16
14015,6866,7052,0.530,recruited,medium,2023-07-06
15748,7715,7862,0.400,recruited,medium,2023-04-16
15218,7286,7427,0.760,transfers_to,strong,2024-03-04
18583,9110,9116,0.810,transfers_to,strong,2024-01-11
20051,9952,9969,0.540,transfers_to,medium,2024-01-09
13199,6444,6367,0.480,transfers_to,medium,2024-02-12
9651,4849,4752,0.400,transfers_to,medium,2023-03-31
7449,3536,3947,0.930,owns,strong,2023-06-18
14484,7072,7521,0.860,owns,strong,2023-09-16
10650,5151,5419,0.600,recruited,medium,2023-06-23
13138,6582,6602,0.830,transfers_to,strong,2023-08-20
19052,9427,9496,0.450,recruited,medium,2024-05-06
9386,4601,4994,0.790,controls,strong,2023-06-22
13668,6734,6770,0.780,transfers_to,strong,2024-04-04
10589,5159,5358,0.550,recruited,medium,2023-07-20
13485,6415,6520,0.800,transfers_to,strong,2023-08-24
17971,8812,9217,0.820,owns,strong,2023-02-07
11119,5451,5888,0.790,controls,strong,2023-03-14
19174,9423,9618,0.590,recruited,medium,2023-07-16
13954,6874,6991,0.430,recruited,medium,2023-08-13
6837,2787,2811,0.530,introduced,medium,2024-05-09
8570,4209,3889,0.630,transfers_to,medium,2023-03-15
2473,1180,1550,0.840,controls,strong,2023-02-23
11405,5647,5792,0.380,transfers_to,weak,2023-11-01
15422,7619,7642,0.690,transfers_to,medium,2023-01-31
11588,5497,5628,0.760,transfers_to,strong,2023-07-30
8509,4194,4248,0.640,transfers_to,medium,2024-03-14
271,12,272,0.530,recruited,medium,2024-05-10
7306,3756,3804,0.770,owns,strong,2024-03-11
6021,2892,3378,0.770,controls,strong,2023-11-08
17094,8003,8422,0.710,launders_to,strong,2023-11-07
17441,8567,8687,0.410,recruited,medium,2023-08-06
4757,2109,2301,0.730,transfers_to,strong,2023-11-12
14606,7164,7643,0.770,controls,strong,2024-04-22
5960,2895,3317,0.840,controls,strong,2023-02-01
11874,5313,5841,0.460,launders_to,medium,2023-03-18
2208,994,1285,0.920,owns,strong,2023-09-10
6490,3191,3092,0.600,transfers_to,medium,2023-09-08
393,247,394,0.760,owns,strong,2023-08-15
20928,10539,8031,0.610,launders_via,medium,2024-03-07
10793,5419,5562,0.720,owns,strong,2024-04-05
3941,1919,2087,0.880,owns,strong,2023-12-08
3411,1547,1655,0.630,transfers_to,medium,2024-05-21
4227,1823,2373,0.890,owns,strong,2024-01-23
5226,2570,2583,0.770,recruited,strong,2023-11-12
1392,567,398,0.360,transfers_to,weak,2024-03-11
3880,1713,2026,0.710,controls,strong,2023-05-06
4696,2290,2300,0.510,transfers_to,medium,2024-02-16
8244,3796,3997,0.720,transfers_to,strong,2024-02-29
9977,4753,4794,0.350,transfers_to,weak,2023-12-14
1331,435,584,0.880,transfers_to,strong,2024-04-27
18848,9291,9374,0.710,transfers_to,strong,2023-05-20
128,15,129,0.560,recruited,medium,2023-10-22
4410,1911,2544,0.510,uses,medium,2024-02-29
9916,4809,4867,0.740,transfers_to,strong,2024-04-25
2147,908,1224,0.950,owns,strong,2024-02-10
3615,1722,1761,0.630,recruited,medium,2023-07-15
19031,9425,9475,0.530,recruited,medium,2023-07-30
7836,3440,4272,0.530,uses,medium,2023-06-06
2616,1123,1685,0.490,uses,medium,2024-04-07
20785,10423,5283,0.360,victim_of,weak,2023-01-22
19969,10081,10056,0.380,transfers_to,weak,2024-02-11
2738,1365,1272,0.660,transfers_to,medium,2024-02-27
11670,5777,5668,0.870,transfers_to,strong,2023-07-30
18236,9065,9180,0.760,transfers_to,strong,2024-03-26
17420,8586,8666,0.550,recruited,medium,2023-05-25
11323,5736,5748,0.330,transfers_to,weak,2023-08-09
9590,4568,5133,0.650,uses,medium,2023-03-12
12669,6280,6598,0.730,owns,strong,2024-01-18
11853,5431,5881,0.470,launders_to,medium,2023-03-05
19908,9985,10014,0.340,transfers_to,weak,2024-04-13
15626,7719,7740,0.600,recruited,medium,2023-10-25
15687,7729,7801,0.470,recruited,medium,2023-02-06
17889,8847,9135,0.930,owns,strong,2023-10-03
17359,8570,8605,0.590,recruited,medium,2024-04-29
10059,4914,4792,0.660,transfers_to,medium,2024-05-13
18705,9042,9236,0.820,transfers_to,strong,2023-07-08
15340,7136,7606,0.670,launders_to,medium,2024-03-02
658,251,659,0.820,owns,strong,2023-08-14
4492,1944,2567,0.650,uses,medium,2023-03-18
16156,7993,8270,0.910,owns,strong,2023-04-11
12791,6306,6720,0.620,controls,medium,2024-04-23
14810,7472,7389,0.400,transfers_to,medium,2023-07-04
16095,7934,8209,0.750,owns,strong,2024-01-31
13607,6210,6729,0.560,launders_to,medium,2023-06-10
4675,2217,2116,0.370,transfers_to,weak,2024-04-15
15279,7372,7318,0.660,transfers_to,medium,2023-12-10
19113,9426,9557,0.580,recruited,medium,2023-10-10
16625,8278,8308,0.350,transfers_to,weak,2023-09-06
10711,5138,5480,0.700,employs,strong,2024-03-21
12730,6184,6659,0.950,owns,strong,2023-07-26
13546,6430,6592,0.550,transfers_to,medium,2024-03-18
11058,5471,5827,0.820,controls,strong,2023-09-22
8162,3800,3977,0.470,transfers_to,medium,2023-09-08
10181,4498,5005,0.550,launders_to,medium,2023-02-26
2412,1101,1489,0.890,owns,strong,2023-08-19
5491,2584,2848,0.460,recruited,medium,2023-08-26
2595,1181,1672,0.740,controls,strong,2024-03-18
19235,9426,9679,0.650,recruited,medium,2023-11-24
8448,3592,4103,0.590,launders_to,medium,2023-07-06
11527,5528,5705,0.560,transfers_to,medium,2023-02-11
5613,2664,2970,0.750,owns,strong,2023-07-27
8101,3986,4032,0.740,transfers_to,strong,2024-01-26
2881,1260,1383,0.460,transfers_to,medium,2023-02-23
8978,4301,4586,0.430,recruited,medium,2023-09-22
8631,3437,3477,0.310,introduced,weak,2023-01-19
5552,2574,2909,0.600,employs,medium,2024-03-01
17033,8072,8371,0.830,transfers_to,strong,2023-04-14
6429,3161,3060,0.850,transfers_to,strong,2023-04-19
6082,2744,3409,0.490,uses,medium,2024-05-17
14137,6849,7174,0.690,controls,medium,2023-05-05
8917,4297,4525,0.520,recruited,medium,2024-05-28
9447,4604,5055,0.770,controls,strong,2024-05-18
20234,9804,9989,0.320,transfers_to,weak,2023-08-04
20173,9823,9889,0.320,transfers_to,weak,2023-04-17
11935,5866,5948,0.710,transfers_to,strong,2023-12-20
4349,2037,2495,0.810,controls,strong,2023-05-04
3533,972,1342,0.580,co_owns,medium,2023-07-28
3472,1044,1099,0.560,introduced,medium,2024-05-16
6368,2930,3041,0.450,transfers_to,medium,2023-12-26
18501,9206,8966,0.850,transfers_to,strong,2023-03-10
984,544,630,0.810,transfers_to,strong,2023-12-15
17624,8561,8870,0.820,controls,strong,2023-05-27
20989,10609,964,0.250,introduced,weak,2023-08-06
1800,861,877,0.690,recruited,medium,2023-04-14
18154,8624,9391,0.540,uses,medium,2023-11-22
12057,5293,5516,0.640,co_owns,medium,2024-05-29
9855,4705,4940,0.430,transfers_to,medium,2024-01-21
18970,8850,8920,0.620,co_owns,medium,2023-11-07
1453,531,464,0.580,transfers_to,medium,2023-12-03
923,244,856,0.460,uses,medium,2023-01-08
15891,7714,8005,0.460,recruited,medium,2023-07-17
2269,1114,1346,0.860,owns,strong,2023-06-20
15605,7709,7719,0.840,recruited,strong,2024-05-10
15544,6855,6905,0.320,introduced,weak,2024-02-25
16360,8031,8474,0.770,controls,strong,2024-02-27
16421,7920,8532,0.420,uses,medium,2023-11-20
13056,6565,6619,0.340,transfers_to,weak,2023-10-08
12995,6564,6514,0.340,transfers_to,weak,2023-12-23
13811,6104,6585,0.620,co_owns,medium,2024-02-21
13872,6858,6909,0.420,recruited,medium,2023-04-30
16074,7758,8188,0.830,owns,strong,2023-05-10
4879,2299,2350,0.460,transfers_to,medium,2023-04-04
2677,1158,1700,0.640,uses,medium,2024-02-07
16890,8223,8190,0.640,transfers_to,medium,2023-12-18
13525,6632,6449,0.650,transfers_to,medium,2023-05-15
10915,5415,5684,0.790,owns,strong,2023-08-21
14280,6956,7317,0.920,owns,strong,2023-05-23
11792,5644,5748,0.370,transfers_to,weak,2023-03-24
10976,5239,5745,0.760,owns,strong,2023-09-23
19500,9751,9944,0.830,owns,strong,2024-05-03
597,217,598,0.800,owns,strong,2024-04-12
9243,4406,4851,0.890,owns,strong,2023-05-23
13994,6863,7031,0.570,recruited,medium,2024-05-06
8366,3834,3942,0.660,transfers_to,medium,2023-11-18
6633,3178,3172,0.770,transfers_to,strong,2023-03-22
6694,2857,3311,0.540,launders_to,medium,2024-01-08
8427,3686,4108,0.520,launders_to,medium,2023-03-02
2799,1229,1414,0.810,transfers_to,strong,2023-06-16
7102,3436,3600,0.670,recruited,medium,2024-05-20
9712,4808,4722,0.750,transfers_to,strong,2023-10-29
8896,4291,4504,0.520,recruited,medium,2023-08-30
5817,2890,3174,0.730,owns,strong,2023-12-12
4553,2342,2343,0.440,transfers_to,medium,2023-01-01
7163,3450,3661,0.430,recruited,medium,2023-05-31
6347,3190,3025,0.900,transfers_to,strong,2023-01-23
6286,3136,3053,0.600,transfers_to,medium,2023-06-10
5022,1947,2475,0.670,launders_to,medium,2024-05-22
4614,2270,2291,0.730,transfers_to,strong,2023-08-27
3798,1726,1944,0.550,recruited,medium,2023-07-12
3737,1731,1883,0.410,recruited,medium,2024-04-30
8040,3937,4062,0.680,transfers_to,medium,2023-11-29
7632,3747,4130,0.650,controls,medium,2023-10-25
6816,3373,3189,0.780,transfers_to,strong,2024-02-28
12322,6003,6251,0.570,recruited,medium,2023-01-14
14076,6855,7113,0.580,recruited,medium,2024-05-26
2065,864,1142,0.420,recruited,medium,2023-05-10
20968,10562,1864,0.350,introduced,weak,2023-04-24
1188,367,632,0.500,transfers_to,medium,2024-04-16
14545,7173,7582,0.690,controls,medium,2023-02-01
2534,1169,1611,0.750,controls,strong,2023-10-20
1718,72,201,0.520,introduced,medium,2023-07-12
18358,9115,9085,0.860,transfers_to,strong,2024-03-20
11996,5303,5329,0.450,introduced,medium,2023-11-28
17155,8452,8504,0.540,transfers_to,medium,2024-01-22
16339,8031,8453,0.800,controls,strong,2023-03-30
15809,7727,7923,0.560,recruited,medium,2023-04-13
862,208,838,0.650,uses,medium,2023-12-14
454,185,455,0.730,owns,strong,2023-05-21
19826,9707,10252,0.510,uses,medium,2023-04-14
10242,5046,5100,0.700,transfers_to,strong,2023-11-08
18032,8894,9278,0.680,controls,medium,2023-03-20
20642,10280,2643,0.490,victim_of,medium,2024-01-29
